City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Tambo,PE,-14.8,-73.9167,49.98,48,82,13.58,broken clouds
698,San Luis,AR,-33.295,-66.3356,89.17,21,0,4.63,clear sky
699,Borovoy,RU,55.4333,86.0833,0.68,78,0,11.18,clear sky
700,Dharchula,IN,29.85,80.5333,45.95,59,67,5.37,broken clouds
701,Kavarna,BG,43.4333,28.3333,36.68,77,72,22.86,broken clouds
702,Muzhi,RU,65.3667,64.6667,-15.81,100,99,4.34,overcast clouds
703,Tambopata,PE,-12.7333,-69.1833,87.69,58,40,2.3,scattered clouds
704,Beyneu,KZ,45.3167,55.2,29.5,76,53,8.68,broken clouds
705,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,88,75,10.38,broken clouds
706,Bud,US,39.447,-86.1758,48.47,62,5,9.98,clear sky
707,Ploemeur,FR,47.7333,-3.4333,45.86,97,100,4.61,overcast clouds
708,Marmaris,TR,36.855,28.2742,49.95,74,99,5.35,overcast clouds
